age,education,education-num,marital-status,occupation,relationship,race,sex
47,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female
27,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male
43,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Other,Male
32,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male
20,Some-college,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Male
21,12th,8,Never-married,Handlers-cleaners,Unmarried,Black,Female
32,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Male
37,Assoc-voc,11,Divorced,Machine-op-inspct,Not-in-family,Black,Male
45,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male
37,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male
54,9th,5,Divorced,?,Not-in-family,White,Female
24,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male
28,11th,7,Never-married,?,Not-in-family,White,Male
23,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male
54,HS-grad,9,Married-civ-spouse,?,Husband,White,Male
40,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
38,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
71,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
51,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female
52,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Male
30,Bachelors,13,Never-married,Sales,Not-in-family,White,Female
34,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
38,10th,6,Divorced,Machine-op-inspct,Not-in-family,White,Female
43,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female
43,11th,7,Never-married,Transport-moving,Not-in-family,White,Male
36,Some-college,10,Never-married,Exec-managerial,Not-in-family,Black,Male
24,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female
29,1st-4th,2,Never-married,?,Own-child,Asian-Pac-Islander,Male
55,10th,6,Married-civ-spouse,Other-service,Wife,Black,Female
51,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male
43,HS-grad,9,Divorced,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female
28,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Male
54,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male
47,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male
47,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
47,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male
38,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female
60,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male
19,HS-grad,9,Never-married,Sales,Own-child,Amer-Indian-Eskimo,Female
22,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female
55,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male
44,Some-college,10,Separated,Sales,Other-relative,Black,Female
53,1st-4th,2,Married-civ-spouse,Exec-managerial,Husband,White,Male
44,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female
28,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Male
30,Some-college,10,Never-married,Transport-moving,Unmarried,Black,Female
39,HS-grad,9,Never-married,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female
43,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female
24,Bachelors,13,Never-married,Sales,Other-relative,White,Female
27,Assoc-voc,11,Never-married,Protective-serv,Not-in-family,White,Male
64,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male
41,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male
28,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male
61,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male
27,11th,7,Divorced,Machine-op-inspct,Unmarried,White,Female
49,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female
20,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
41,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female
28,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
36,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male
44,Bachelors,13,Divorced,Craft-repair,Own-child,White,Male
51,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female
40,Some-college,10,Divorced,Prof-specialty,Unmarried,Black,Female
19,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female
54,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female
55,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male
57,Assoc-voc,11,Widowed,Prof-specialty,Not-in-family,White,Female
29,Some-college,10,Separated,Priv-house-serv,Not-in-family,White,Female
51,HS-grad,9,Divorced,Sales,Unmarried,White,Female
44,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male
35,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male
40,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male
46,7th-8th,4,Separated,Other-service,Not-in-family,White,Female
25,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
33,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male
32,Some-college,10,Never-married,Machine-op-inspct,Other-relative,White,Female
22,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Female
39,Some-college,10,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female
18,HS-grad,9,Never-married,Farming-fishing,Own-child,Asian-Pac-Islander,Male
43,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female
46,HS-grad,9,Never-married,Tech-support,Other-relative,White,Male
63,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male
40,Some-college,10,Married-civ-spouse,?,Husband,White,Male
59,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
40,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female
23,HS-grad,9,Never-married,Other-service,Own-child,White,Male
64,HS-grad,9,Married-civ-spouse,?,Husband,White,Male
36,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male
48,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female
43,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female
18,10th,6,Never-married,Other-service,Own-child,White,Female
17,11th,7,Never-married,Craft-repair,Own-child,White,Male
36,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male
53,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
36,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female
20,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male
22,Bachelors,13,Never-married,Sales,Not-in-family,White,Female
34,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
39,11th,7,Divorced,Other-service,Own-child,White,Male
57,Some-college,10,Widowed,Other-service,Not-in-family,White,Female
30,10th,6,Divorced,Other-service,Unmarried,White,Female
37,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male
51,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
38,HS-grad,9,Never-married,Transport-moving,Unmarried,White,Male
34,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Female
47,HS-grad,9,Married-spouse-absent,Adm-clerical,Not-in-family,Black,Female
28,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male
25,10th,6,Never-married,Other-service,Not-in-family,White,Male
25,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female
50,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male
50,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
43,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male
27,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male
32,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
44,10th,6,Never-married,Farming-fishing,Unmarried,White,Male
19,HS-grad,9,Never-married,Sales,Unmarried,Black,Female
53,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Male
21,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male
26,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male
68,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male
31,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male
32,Bachelors,13,Never-married,Exec-managerial,Other-relative,White,Male
33,Masters,14,Never-married,Adm-clerical,Own-child,White,Male
49,HS-grad,9,Never-married,?,Not-in-family,Black,Male
24,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male
30,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male
49,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
18,11th,7,Never-married,Handlers-cleaners,Not-in-family,Black,Male
30,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female
51,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
52,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male
52,HS-grad,9,Divorced,Other-service,Other-relative,White,Male
23,HS-grad,9,Never-married,Other-service,Own-child,Black,Male
23,10th,6,Never-married,Craft-repair,Not-in-family,White,Male
36,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
19,11th,7,Never-married,Craft-repair,Other-relative,White,Male
53,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
17,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male
69,HS-grad,9,Widowed,Handlers-cleaners,Not-in-family,White,Female
46,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female
33,HS-grad,9,Separated,Tech-support,Not-in-family,White,Male
40,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
56,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male
29,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male
41,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female
22,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male
28,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male
31,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male
35,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female
38,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male
17,10th,6,Never-married,Other-service,Own-child,White,Female
39,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male
27,Some-college,10,Never-married,Other-service,Not-in-family,Black,Male
50,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female
56,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male
80,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male
38,Some-college,10,Married-civ-spouse,Farming-fishing,Wife,White,Female
52,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Black,Male
26,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Male
43,HS-grad,9,Divorced,Other-service,Own-child,Asian-Pac-Islander,Female
45,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female
41,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,Black,Male
30,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Female
24,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
43,Some-college,10,Divorced,Other-service,Unmarried,White,Female
44,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
54,HS-grad,9,Divorced,Transport-moving,Not-in-family,Black,Male
23,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female
33,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male
18,11th,7,Never-married,Other-service,Own-child,White,Male
38,Some-college,10,Separated,Prof-specialty,Unmarried,White,Female
41,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male
22,12th,8,Never-married,?,Not-in-family,White,Male
66,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male
70,HS-grad,9,Married-civ-spouse,?,Husband,White,Male
58,10th,6,Married-civ-spouse,Craft-repair,Wife,White,Female
60,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female
24,10th,6,Never-married,Craft-repair,Unmarried,Black,Male
61,11th,7,Divorced,Other-service,Unmarried,White,Female
35,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male
19,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female
52,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female
38,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
39,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male
33,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male
52,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female
41,HS-grad,9,Separated,Machine-op-inspct,Unmarried,White,Female
37,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male
38,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
27,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female
38,Masters,14,Never-married,Adm-clerical,Unmarried,White,Female
38,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male
49,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male
38,Bachelors,13,Never-married,Sales,Not-in-family,White,Male
22,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Male
40,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male
20,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
34,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female
24,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Male
58,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Male
24,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female
43,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male
38,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female
42,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
27,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
18,10th,6,Never-married,Sales,Own-child,White,Female
37,HS-grad,9,Never-married,Craft-repair,Other-relative,Amer-Indian-Eskimo,Male
48,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male
40,7th-8th,4,Separated,Other-service,Not-in-family,White,Female
50,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male
57,HS-grad,9,Separated,Sales,Not-in-family,Amer-Indian-Eskimo,Female
36,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male
41,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male
90,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
66,7th-8th,4,Widowed,Other-service,Not-in-family,Black,Female
34,HS-grad,9,Married-civ-spouse,Farming-fishing,Wife,White,Female
23,HS-grad,9,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male
35,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male
32,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
33,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male
32,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male
31,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male
32,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male
40,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male
27,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male
34,HS-grad,9,Never-married,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Male
35,Assoc-voc,11,Married-civ-spouse,Other-service,Wife,Black,Female
29,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male
41,HS-grad,9,Separated,Other-service,Unmarried,Black,Female
33,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female
22,HS-grad,9,Married-civ-spouse,?,Own-child,White,Female
52,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
20,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
18,11th,7,Never-married,Protective-serv,Own-child,White,Male
63,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
49,7th-8th,4,Divorced,Other-service,Unmarried,White,Female
58,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male
23,HS-grad,9,Divorced,Other-service,Unmarried,White,Female
59,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
49,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male
23,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female
17,10th,6,Never-married,?,Own-child,White,Male
20,11th,7,Never-married,Handlers-cleaners,Not-in-family,White,Male
36,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male
64,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Female
34,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female
63,Assoc-acdm,12,Married-spouse-absent,Adm-clerical,Other-relative,White,Female
51,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female
40,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female
55,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male
35,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male
30,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,White,Male
47,Bachelors,13,Married-civ-spouse,?,Husband,White,Male
29,10th,6,Never-married,Craft-repair,Not-in-family,Black,Male
17,11th,7,Never-married,?,Own-child,White,Female
32,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male
55,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
47,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male
50,Bachelors,13,Divorced,Other-service,Not-in-family,White,Male
42,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male
32,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
60,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male
53,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
58,Bachelors,13,Widowed,Exec-managerial,Unmarried,White,Male
45,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male
31,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male
32,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male
37,Some-college,10,Divorced,Other-service,Unmarried,White,Female
28,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female
26,12th,8,Never-married,Craft-repair,Not-in-family,White,Male
47,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male
34,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male
42,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Black,Male
48,Bachelors,13,Married-civ-spouse,Tech-support,Wife,White,Female
32,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female
35,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female
46,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female
38,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male
49,HS-grad,9,Married-spouse-absent,?,Not-in-family,White,Male
35,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male
61,HS-grad,9,Divorced,?,Not-in-family,White,Male
45,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,Black,Male
31,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male
52,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male
20,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male
64,11th,7,Married-civ-spouse,?,Husband,White,Male
20,Some-college,10,Never-married,?,Own-child,White,Male
24,Masters,14,Never-married,Tech-support,Not-in-family,White,Male
29,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male
23,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female
34,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male
54,Masters,14,Widowed,Adm-clerical,Unmarried,White,Female
21,Some-college,10,Never-married,Other-service,Not-in-family,White,Female
23,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female
79,7th-8th,4,Widowed,Priv-house-serv,Not-in-family,White,Female
55,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male
42,HS-grad,9,Married-spouse-absent,?,Not-in-family,White,Male
60,HS-grad,9,Divorced,Tech-support,Unmarried,White,Female
37,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,Black,Male
47,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male
20,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male
53,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male
34,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female
43,Some-college,10,Divorced,Prof-specialty,Unmarried,Black,Female
24,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male
23,HS-grad,9,Never-married,Protective-serv,Own-child,Amer-Indian-Eskimo,Male
29,Assoc-voc,11,Never-married,Machine-op-inspct,Not-in-family,Other,Male
58,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female
55,Assoc-acdm,12,Married-civ-spouse,?,Husband,Black,Male
40,Masters,14,Never-married,Adm-clerical,Own-child,White,Female
43,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female
25,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male
23,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male
34,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
26,Some-college,10,Separated,Sales,Unmarried,White,Female
60,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female
39,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male
21,HS-grad,9,Never-married,Other-service,Own-child,White,Male
45,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male
33,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male
26,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male
39,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female
29,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female
29,Some-college,10,Never-married,?,Own-child,Black,Female
52,11th,7,Married-civ-spouse,Other-service,Husband,White,Male
34,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male
24,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male
77,Doctorate,16,Married-civ-spouse,Farming-fishing,Husband,White,Male
34,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,Male
53,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male
31,HS-grad,9,Separated,Craft-repair,Not-in-family,Black,Male
58,HS-grad,9,Divorced,Sales,Not-in-family,White,Female
50,Masters,14,Married-civ-spouse,Sales,Husband,White,Male
32,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
57,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female
32,HS-grad,9,Never-married,Sales,Not-in-family,White,Female
77,9th,5,Married-civ-spouse,Priv-house-serv,Wife,Black,Female
37,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male
51,HS-grad,9,Married-civ-spouse,Adm-clerical,Other-relative,White,Female
33,Assoc-acdm,12,Divorced,Sales,Unmarried,Black,Male
53,HS-grad,9,Married-spouse-absent,Transport-moving,Other-relative,White,Female
32,HS-grad,9,Divorced,Sales,Not-in-family,White,Male
30,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
19,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female
33,Bachelors,13,Married-spouse-absent,Other-service,Unmarried,White,Female
31,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female
28,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female
19,12th,8,Never-married,Other-service,Own-child,White,Female
27,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male
21,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
24,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female
46,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male
31,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female
60,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male
21,10th,6,Separated,Sales,Unmarried,Black,Female
38,11th,7,Never-married,?,Not-in-family,White,Female
31,Assoc-voc,11,Divorced,Transport-moving,Not-in-family,White,Male
26,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
46,HS-grad,9,Divorced,Priv-house-serv,Not-in-family,White,Female
25,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male
23,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male
53,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male
42,Masters,14,Married-civ-spouse,?,Wife,White,Female
29,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female
45,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male
70,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Male
55,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
40,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male
17,10th,6,Never-married,Other-service,Own-child,White,Male
18,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male
34,Masters,14,Never-married,Sales,Unmarried,White,Male
41,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female
28,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male
23,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male
32,Some-college,10,Never-married,Exec-managerial,Other-relative,White,Male
56,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male
36,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Male
26,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male
62,Bachelors,13,Widowed,Tech-support,Unmarried,White,Female
35,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female
25,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female
28,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male
21,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female
31,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male
23,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Male
58,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
55,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male
54,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
33,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male
28,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
40,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
33,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
27,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male
55,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Male
53,HS-grad,9,Separated,Transport-moving,Unmarried,White,Male
23,12th,8,Never-married,Transport-moving,Not-in-family,White,Male
66,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,Male
34,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male
39,10th,6,Divorced,Transport-moving,Not-in-family,White,Male
21,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female
26,Some-college,10,Married-spouse-absent,Adm-clerical,Own-child,Other,Female
21,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female
59,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male
61,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male
30,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
